Facility,SOURCEID,AIID,LATITUDE,LONGITUDE,PERMITTYPE,NAICS_CODE,INVENTORY,EMISSIONUN,CO,NOX,SO2,VOC,LEAD,PM10,PM25,NH3
AGCO Corp Jackson Operations,2706300021,1824,43.638,-94.9767,R,333111,2017,TON,0.047291,24.47545,0.0085498,51.4910938,,21.92396843,21.92396843,0.04266703
Aggregate Industries - Nonmetallic,2703700352,133760,0,0,NM,212321,2019,TON,5.174,22.7681,1.470628,1.84609,0.00000219,66.509278,17.3889939,0.12122
Aggregate Industries - Nonmetallic,2703700352,133760,0,0,NM,212321,2018,TON,9.7245,44.2725,2.891875,3.60519,0.000001562,72.5715748,17.5918736,0.221099
Aggregate Industries - Nonmetallic,2703700352,133760,0,0,NM,212321,2017,TON,5.3055,23.7565,1.543839,1.93086,0.000001533,67.924594,14.371348,0.122408
Aggregate Industries Inc - Lakeland,2716300052,3571,44.9628,-92.7781,D,212321,2019,TON,0.0195,0.02322,0.0001393,0.001277,1.161E-07,5.3701207,1.54226983,0.0007429
Aggregate Industries Inc - Lakeland,2716300052,3571,44.9628,-92.7781,D,212321,2018,TON,0.00299,0.00356,0.00002136,0.0001958,1.78E-08,4.71001851,1.410255306,0.0001139
Aggregate Industries Inc - Lakeland,2716300052,3571,44.9628,-92.7781,D,212321,2017,TON,0.0001134,0.000135,0.00000081,0.000007425,6.75E-10,5.760000702,1.698670581,0.00000432
Aggregate Industries Inc - Newport Plant,2716300113,4050,44.8809,-93.0104,D,327320,2019,TON,0.0918,0.1106,0.0035785,0.005999,1.9463E-06,0.8044725,0.2370131,0.003552
Aggregate Industries Inc - Newport Plant,2716300113,4050,44.8809,-93.0104,D,327320,2018,TON,0.1243,0.148,0.0008877,0.008137,1.5948E-06,0.5333693,0.1572808,0.004734
Aggregate Industries Inc - Newport Plant,2716300113,4050,44.8809,-93.0104,D,327320,2017,TON,0.096645,0.1154,0.0015021,0.006325,1.69675E-06,0.680355,0.20046345,0.003697
Aggregate Industries Inc - Yard A,2712300007,1040,44.9346,-93.0476,R,212321,2019,TON,0.05376,0.064,0.000384,0.00352,0.00000032,5.6702478,2.1237842,0.002048
Aggregate Industries Inc - Yard A,2712300007,1040,44.9346,-93.0476,R,212321,2018,TON,0.0651,0.0775,0.000465,0.004263,3.875E-07,5.893634,2.13116935,0.00248
Aggregate Industries Inc - Yard A,2712300007,1040,44.9346,-93.0476,R,212321,2017,TON,0.02503,0.0298,0.0001788,0.001639,0.000000149,6.53014496,2.57563214,0.0009536
Aggregate Industries Inc - Yard D,2705300458,4667,45.00576019,-93.2779007,D,212321,2019,TON,0.09647,0.1149,0.0006891,0.006317,5.743E-07,0.0602572,0.0201966,0.003675
Aggregate Industries Inc - Yard D,2705300458,4667,45.00576019,-93.2779007,D,212321,2018,TON,0.04217,0.0502,0.0003012,0.002761,0.000000251,0.070321,0.02342702,0.001606
Aggregate Industries Inc - Yard D,2705300458,4667,45.0045,-93.2777,D,212321,2017,TON,0.0488,0.0581,0.0003486,0.003196,2.905E-07,0.0702021,0.02341101,0.001859
Aggregate Industries Inc -Mpls Ready Mix,2705300883,1534,44.8928,-93.2849,D,327320,2019,TON,0.4918,0.5855,0.003513,0.0322,0.000005706,1.735045,0.5119851,0.01874
Aggregate Industries Inc -Mpls Ready Mix,2705300883,1534,44.8928,-93.2849,D,327320,2018,TON,0.3935,0.4685,0.002811,0.02577,0.000004978,1.644436,0.4848774,0.01499
Aggregate Industries Inc -Mpls Ready Mix,2705300883,1534,44.8928,-93.2849,D,327320,2017,TON,0.2416,0.289,0.004973,0.01581,0.000003646,1.301722,0.3837141,0.009264
Agra Resources LLC dba POET Biorefining -Glenville,2704700055,1670,43.5762742,-93.30177274,R,325193,2017,TON,56.702,56.516,0.3582,61.87679,0.00013025,55.37850233,39.77727679,1.9104
Agri-Energy,2713300023,531,43.64746375,-96.22468312,R,325193,2019,TON,17.99274,40.882,1.330276,22.982935,0.00010278,10.9340112,9.6704283,0.757252
Agri-Energy,2713300023,531,43.64746375,-96.22468312,R,325193,2018,TON,10.7929,42.2396,0.202176,24.229558,0.000104,20.267244,18.1956671,1.07821
Agri-Energy,2713300023,531,43.64746375,-96.22468312,R,325193,2017,TON,10.4022,40.4139,0.210063,26.3896695,0.00011725,34.787007,17.2998871,1.12034
Agropur Inc,2707900034,418,44.467,-93.9116,D,311513,2019,TON,14.61435,17.4196,0.104213197,0.9597,0.00008675,6.84048342,3.91982428,0.555416
Agropur Inc,2707900034,418,44.467,-93.9116,D,311513,2018,TON,13.6797,16.4229,0.096537497,0.91272,0.00007988,6.83474002,3.91505248,0.511416
Alamco Wood Products LLC,2704700035,1380,43.6347,-93.3867,D,321214,2019,TON,0.9175,0.8731,0.026787,23.38831,0.000048863,0.901251,0.838266,0.03155
Alamco Wood Products LLC,2704700035,1380,43.6347,-93.3867,D,321214,2018,TON,1.1086,1.0289,0.034781,22.97369,0.000064218,0.891786,0.8084319,0.03772
Alamco Wood Products LLC,2704700035,1380,43.6347,-93.3867,D,321214,2017,TON,0.9823,0.8507,0.036447,24.892648,6.89725E-05,1.1247034,1.0336744,0.004944
Albers Auto Body,2704900096,221540,44.52745475,-92.52902209,D,811121,2019,TON,,,,,,0,0,
Albers Auto Body,2704900096,221540,44.52745475,-92.52902209,D,811121,2018,TON,0,0,0,0,0,,,0
Albertville Mall Generation,2717100093,84131,45.2446,-93.6621,C,221112,2019,TON,2.361,10.969,0.7209,0.8953,,0.791,0.790953,0.05266
Albertville Mall Generation,2717100093,84131,45.2446,-93.6621,C,221112,2018,TON,1.534,7.127,0.4684,0.5817,0,0.513948,0.513948,0.03422
Albertville Mall Generation,2717100093,84131,45.2446,-93.6621,C,221112,2017,TON,2.184,10.148,0.667,0.8282,,0.7318,0.731722,0.04872
Al-Corn Clean Fuel LLC,2703900028,4665,44.0492,-93.0174,R,325193,2019,TON,102.5761729,104.242832,5.923269292,137.8058618,0.00031468,34.81459496,24.65697657,6.55701742
Al-Corn Clean Fuel LLC,2703900028,4665,44.0492,-93.0174,R,325193,2018,TON,120.1117337,105.5572565,7.484702311,1084.067791,0.00030675,78.08433453,67.94638158,5.59509966
Al-Corn Clean Fuel LLC,2703900028,4665,44.0492,-93.0174,R,325193,2017,TON,42.07019135,28.2913247,0.503011088,57.30690441,0.0001903,23.6761559,22.89338788,2.27372082
Alexandria Extrusion Co,2704100027,1381,45.8967,-95.39,D,331318,2019,TON,0.6153,0.7325,0.004395,0.35029,0.000003663,13.31607,12.8401498,0.02344
Alexandria Extrusion Co,2704100027,1381,45.8967,-95.39,D,331318,2018,TON,0.6548,0.7795,0.004677,0.33287,0.000003898,16.173653,15.6594105,0.02494
Alexandria Extrusion Co,2704100027,1381,45.8967,-95.39,D,331318,2017,TON,0.5027,0.5985,0.003591,0.39902,0.000002993,0.06609,0.0086324,0.01915
Alexandria Light & Power,2704100004,1382,45.8885,-95.3794,C,221121,2019,TON,0.3353,1.558,0.1024,0.1272,,0.1124,0.112321,0.007481
Alexandria Light & Power,2704100004,1382,45.8885,-95.3794,C,221121,2018,TON,0.4258,1.978,0.13,0.1615,0,0.142655,0.142655,0.009498
Alexandria Light & Power,2704100004,1382,45.8885,-95.3794,C,221121,2017,TON,0.462,2.147,0.1411,0.1752,,0.1548,0.154749,0.01031
Alexandria Precision Machining,2704100044,221888,45.9063859,-95.3648284,D,332710,2019,TON,,,,1.23,,0.0802,0.06643882,
Alexandria Precision Machining - Sunset Way,2704100044,221888,45.9063859,-95.3648284,D,332710,2018,TON,0,0,0,0.0385,0,,,0
All American Cooperative,2710900004,1871,43.85346345,-92.48590113,D,424510,2019,TON,1.39,1.66,0.01,0.09,,9.98,1.57352,
All American Cooperative,2710900004,1871,43.85346345,-92.48590113,D,424510,2018,TON,1.11,1.32,0.01,0.07,0,10.9503,1.7306667,0
All American Cooperative,2710900004,1871,43.8531,-92.4859,D,424510,2017,TON,,,,0.41,,5.9,1.247434,
Alliance Pipeline - Albert Lea 25-A,2704700059,4949,43.64445834,-93.15914451,R,486210,2019,TON,56.4769,71.4721,2.6061758,1.44799,,0.20469083,0.12545567,11.885274
Alliance Pipeline - Albert Lea 25-A,2704700059,4949,43.64445834,-93.15914451,R,486210,2018,TON,57.81277,72.54088,2.9570192,1.615712,0,0.23330992,0.14302608,13.550576
Alliance Pipeline - Albert Lea 25-A,2704700059,4949,43.64445834,-93.15914451,R,486210,2017,TON,57.74214,72.5076,2.6560333,1.646438,,0.237317205,0.145480545,13.780999
Alliance Pipeline - Olivia 23-A,2712900046,4559,44.85026496,-94.89503227,R,486210,2019,TON,57.03294,89.9233,2.7210345,1.48267,,0.213577825,0.130910925,12.401035
Alliance Pipeline LP,2712900046,4559,44.85026496,-94.89503227,R,486210,2018,TON,58.059177,60.55532,0.0025148,1.577668,0,0.22800713,0.13977437,13.240414
Alliance Pipeline LP,2712900046,4559,44.8493,-94.8968,R,486210,2017,TON,57.83237,60.33804,0.0026686,1.673596,,0.24160961,0.14807589,14.030558
Alliant Castings,2716900024,6784,44.0563,-91.6695,D,331511,2019,TON,3.8819,1.1643,0.602706,1.78231,0.000001755,1.492825,0.7195682,0.01123
Alliant Castings,2716900024,6784,44.0563,-91.6695,D,331511,2018,TON,4.0488,1.1951,0.526456,2.79484,0.000001713,1.5078012,0.7256709,0.01096
Alliant Castings,2716900024,6784,44.0563,-91.6695,D,331511,2017,TON,3.6736,1.0082,0.408667,2.52389,0.000001081,1.355124,0.65058,0.006918
Alliant Techsystems Operations LLC,2700300070,2358,45.392,-93.4954,D,332993,2019,TON,1.905299,0.7269,0.0218722,1.774171,0.003900444,0.7217827,0.31482543,0.001159
Alliant Techsystems Operations LLC,2700300070,2358,45.392,-93.4954,D,332993,2018,TON,2.3969875,0.5448,0.01478195,2.0731187,0.000900242,1.044451715,0.371617195,0.0003758
Alliant Techsystems Operations LLC/Proving Ground,2700300070,2358,45.392,-93.4954,D,332993,2017,TON,0.58048,0.522963,0.0075471,0.1965468,0.014900768,0.7756991,0.17755998,0.0004277
Almco Inc,2704700048,1383,43.6516,-93.3584,D,333519,2019,TON,0.0887,0.1056,0.0006336,3.386808,0.000000528,0.6223591,0.4998341,0.003379
Almco Inc,2704700048,1383,43.6516,-93.3584,D,333519,2018,TON,0.1005,0.1197,0.0007179,3.292581,5.983E-07,0.302850203,0.251334723,0.003829
Almco Inc,2704700048,1383,43.6516,-93.3584,D,333519,2017,TON,0.0924,0.11,0.00066,5.42505,0.00000055,0.5188341,0.43051784,0.00352
Altec HiLine LLC,2713700296,3809,46.7564,-92.1002,D,336211,2017,TON,0.13571,0.717,0.00475,5.86547,,0.8160942,0.6758808,0.08297
Altec Industries Inc,2713700296,3809,46.7564,-92.1002,D,336211,2019,TON,0.25943,1.336,0.008469,8.822203,,5.8592472,3.40301153,0.1939
Altec Industries Inc,2705301274,18434,44.872567,-93.3559848,D,333914,2018,TON,0.191004,0.99527,0.00644122,8.5928266,0,14.19589022,8.06741273,0.130827
Alter River Terminal,2712300734,29024,44.9229,-93.0578,D,424910,2019,TON,,,,,,4.6,1.624,
Alter River Terminal,2712300734,29024,44.9229,-93.0578,D,424910,2018,TON,0,0,0,0,0,10.14,3.579,0
Alter River Terminal,2712300734,29024,44.9229,-93.0578,D,424910,2017,TON,,,,,,11.28,3.981,
Alter-Metal Recycling - Anoka,2700300031,4550,45.2112,-93.3921,D,423930,2019,TON,,,,13.06,,26.66,19.248,
Alter-Metal Recycling - Anoka,2700300031,4550,45.2112,-93.3921,D,423930,2018,TON,0,0,0,12.62,0,26.996,19.494,0
Alter-Metal Recycling - Anoka,2700300031,4550,45.2112,-93.3921,D,423930,2017,TON,,,,13.6,,26.92,19.439,
Alumacraft Boat Co,2710300014,2380,44.3406,-93.9557,R,336612,2019,TON,0.6922,0.824,0.004944,47.98532,,3.8567844,3.7853729,0.026364
Alumacraft Boat Co,2710300014,2380,44.3406,-93.9557,R,336612,2018,TON,0.3932,0.468,0.002808,46.24974,0,1.0814336,0.7506924,0.014976
Alumacraft Boat Co,2710300014,2380,44.3406,-93.9557,R,336612,2017,TON,0.26,0.3096,0.0018576,50.346028,,1.11371,0.6880614,0.009908
AlumiPlate Inc,2700300165,1384,45.13452323,-93.27431183,D,332813,2019,TON,0.04221,0.12556,0.0003015,1.473764,2.513E-07,0.0002613,0.00021608,0.001608
AlumiPlate Inc,2700300165,1384,45.13452323,-93.27431183,D,332813,2018,TON,0.04221,0.12556,0.0003015,0.999864,2.513E-07,0.0002613,0.00021608,0.001608
AlumiPlate Inc,2700300165,1384,45.13452323,-93.27431183,D,332813,2017,TON,0.05506,0.1419,0.0003933,0.574005,3.278E-07,0.0003409,0.00028191,0.002098
American Beverage Corp,2714100069,140637,45.3049,-93.6125,C,312111,2019,TON,0.617,0.7345,0.004407,0.0404,0.000003673,0.003819,0.003158,0.003599
American Beverage Corp,2714100069,140637,45.3049,-93.6125,C,312111,2018,TON,0.5607,0.6675,0.004005,0.03671,0.000003338,0.003471,0.0028703,0.003271
American Beverage Corp,2714100069,140637,45.3049,-93.6125,C,312111,2017,TON,0.6187,0.7365,0.004419,0.04051,0.000003683,0.00383,0.0031672,0.003609
American Converters,2700300145,421,45.06628204,-93.26943338,D,326299,2019,TON,0.5099,0.607,0.003642,0.18339,0.000003035,0.033156,0.0274997,0.01942
American Converters,2700300145,421,45.06628204,-93.26943338,D,326299,2018,TON,0.5141,0.612,0.003672,0.18366,0.00000306,0.043182,0.0358212,0.01958
American Converters,2700300145,421,45.06628204,-93.26943338,D,326299,2017,TON,0.4906,0.584,0.003504,0.20212,0.00000292,0.053037,0.0440014,0.01869
American Crystal Sugar - Crookston,2711900001,2381,47.7652,-96.633,R,311313,2018,TON,728.186825,761.22594,784.17199,579.173565,0.0057385,167.1058976,154.2848237,1.149306
American Crystal Sugar - Crookston,2711900001,2381,47.7652,-96.633,R,311313,2017,TON,736.988625,739.54639,775.36576,601.912125,0.006431,173.4740246,160.2720451,69.81417
American Crystal Sugar - East Grand Forks,2711900002,2382,47.9274,-97.0067,R,311313,2019,TON,883.38,728.578613,1499.75855,155.0262,0.06074779,254.203476,220.675704,80.19778
American Crystal Sugar - East Grand Forks,2711900002,2382,47.92920303,-96.98529053,R,311313,2018,TON,846.401,751.3259968,1428.92405,140.8143,0.06804839,208.025756,176.042084,153.26384
American Crystal Sugar - East Grand Forks,2711900002,2382,47.9274,-97.0067,R,311313,2017,TON,773.016,676.42584,1301.44207,143.41772,0.06849999,232.116481,193.503454,111.30294
American Crystal Sugar - Moorhead,2702700001,2248,46.8998,-96.761,R,311313,2019,TON,453.446,489.65,461.77136,250.288,0.00201605,139.2883009,113.8182606,37.597706
American Crystal Sugar - Moorhead,2702700001,2248,46.90031433,-96.74107361,R,311313,2018,TON,502.292,541.63,536.99386,275.2886,0.0025004,151.0889213,123.7882108,72.685327
American Crystal Sugar - Moorhead,2702700001,2248,46.8998,-96.761,R,311313,2017,TON,506.046,553.204,391.91344,271.63,0.00497545,157.1331016,115.320271,15.428492
American Crystal Sugar - Research Center,2702700053,1576,46.89964373,-96.74924786,D,311313,2019,TON,0.000348,0.001314,0.0000207,0.00003366,,0.00002355,0.00002265,0.0000087
American Crystal Sugar - Research Center,2702700053,1576,46.89964373,-96.74924786,D,311313,2018,TON,0.00029,0.001095,0.00001725,0.00002805,0,0.000019625,0.000018875,0.00000725
American Crystal Sugar - Research Center,2702700053,1576,46.89964373,-96.74924786,D,311313,2017,TON,0.000116,0.000438,0.0000069,0.00001122,,0.00000785,0.00000755,0.0000029
American Crystal Sugar Co - Crookston,2711900001,2381,47.7652,-96.633,R,311313,2019,TON,607.474,707.2852,734.84874,481.7205,0.00857516,149.857613,137.9199627,40.857022
American Custom Rotomolding,2705300870,1319,45.0099,-93.6605,D,326199,2019,TON,1.395,1.661,0.009963,3.66133,0.000008303,0.398635,0.330741,0.05314
American Custom Rotomolding,2705300870,1319,45.0099,-93.6605,D,326199,2018,TON,1.395,1.661,0.009963,3.66133,0.000008303,0.398635,0.330741,0.05314
American Custom Rotomolding,2705300870,1319,45.0099,-93.6605,D,326199,2017,TON,1.26,1.501,0.009003,3.38253,0.000007503,0.627803,0.520953,0.04802
American Peat Technology LLC,2700100024,2173,46.5377,-93.58444,D,327992,2019,TON,128.673,21.9112,1.28907,73.02674,0.0024689,3.43157693,3.31593122,3.6
American Peat Technology LLC,2700100024,2173,46.5377,-93.58444,D,212399,2018,TON,180.271,68.797,7.734,5.315,0.003138,29.449,25.379,20.8
American Peat Technology LLC,2700100024,2173,46.53770499,-93.5803686,D,212399,2017,TON,74.387,29.367,3.272,2.268,0.001282,9.979,7.62,4.781
Americraft Carton Inc,2712300605,2018,44.9447,-93.0745,D,323111,2019,TON,0.2769,0.3296,0.001978,3.59813,0.000001648,0.001714,0.0014176,0.01055
Americraft Carton Inc,2712300605,2018,44.9447,-93.0745,D,323111,2018,TON,0.1856,0.221,0.001326,4.56216,0.000001105,0.0011492,0.0009503,0.007072
Americraft Carton Inc,2712300605,2018,44.9447,-93.0745,D,323111,2017,TON,0.1722,0.205,0.00123,2.47128,0.000001025,0.001066,0.0008815,0.00656
AmeriGas Cylinder Exchange,2714700064,89288,44.0912,-93.225,D,332813,2019,TON,0.01005,0.01742,0.0000268,0.87134,,0.40006566,0.3319536,
AmeriGas Cylinder Exchange,2714700064,89288,44.0912,-93.225,D,332813,2018,TON,0.03956,0.06858,0.0001055,0.685275,0,0.3102585,0.25741104,0
AmeriGas Cylinder Exchange,2714700064,89288,44.0912,-93.225,D,332813,2017,TON,0.06285,0.1089,0.0001676,0.45838,,0.2104106,0.17463519,
AmeriPride Services Inc - Bemidji,2700700040,5986,47.4587,-94.8629,D,812332,2019,TON,,,,0,,0,0,
AmeriPride Services Inc - Bemidji,2700700040,5986,47.4587,-94.8629,D,812332,2018,TON,0.07539,0.08975,0.0005385,0.214936,4.488E-07,0.1804367,0.13034593,0.002872
AmeriPride Services Inc - Bemidji,2700700040,5986,47.4587,-94.8629,D,812332,2017,TON,0.2171,0.2585,0.001551,0.03422,0.000001293,0.031344,0.0227716,0.008272
AmeriPride Services Inc - Hibbing,2713700337,24362,47.42952165,-92.93576948,R,812332,2019,TON,0.35863,0.427,0.00256217,2.6350982,,1.85582015,1.05773584,0.0136626
AmeriPride Services Inc - Hibbing,2713700337,24362,47.42952165,-92.93576948,R,812332,2018,TON,0.37091,0.44167,0.00264942,2.3535444,0,2.14079582,1.22009839,0.0141278
AmeriPride Services Inc - Hibbing,2713700337,24362,47.42952165,-92.93576948,R,812332,2017,TON,0.306347,0.36467,0.00218839,2.1467166,,1.2885962,0.73447804,0.0116687
AmeriPride Services Inc - Mankato,2701300109,50919,44.1394,-93.9595,R,812332,2019,TON,0.75136,0.89478,0.0053682,3.9095046,,1.46215209,0.83405697,0.0286284
AmeriPride Services Inc - Mankato,2701300109,50919,44.1394,-93.9595,R,812332,2018,TON,0.79776,0.95008,0.005699,3.2595386,0,1.57173909,0.89659437,0.0303944
AmeriPride Services Inc - Mankato,2701300109,50919,44.1394,-93.9595,R,812332,2017,TON,0.70274,0.83688,0.00501998,3.4755574,,1.4294504,0.81542727,0.0267714
AmeriPride Services Inc - Minneapolis,2705300209,37152,44.9977,-93.2129,R,812332,2019,TON,2.65322,3.36,0.0187606,8.521172,0.000009795,6.1925594,3.6084406,0.101316
AmeriPride Services Inc - Minneapolis,2705300209,37152,44.9977,-93.2129,R,812332,2018,TON,3.73132,4.6445,0.026466,8.05559,0.000013828,7.0130363,4.0874622,0.142404
AmeriPride Services Inc - Minneapolis,2705300209,37152,44.9977,-93.2129,R,812332,2017,TON,3.27182,4.0967,0.023178,16.721893,0.000012108,6.7826893,3.9528082,0.124886
AmeriPride Services Inc - Saint Cloud,2714500183,13860,45.5595,-94.2426,R,812332,2019,TON,1.03475,1.23199,0.00739274,5.9287805,,1.68121599,0.959247319,0.0394211
AmeriPride Services Inc - Saint Cloud,2714500183,13860,45.5595,-94.2426,R,812332,2018,TON,0.914198,1.088455,0.00652943,4.7778615,0,1.54614895,0.882209231,0.0348244
AmeriPride Services Inc - Saint Cloud,2714500183,13860,45.5595,-94.2426,R,812332,2017,TON,0.748862,0.891555,0.00534913,6.0001313,,1.19870597,0.684063496,0.0285296
Amidon Graphics,2712300462,1248,44.90852302,-93.15225847,D,323111,2019,TON,0.4448,0.5295,0.003177,25.38912,0.000002648,0.022753,0.0188765,0.01694
Amidon Graphics,2712300462,1248,44.90852302,-93.15225847,D,323111,2018,TON,0.4221,0.5025,0.003015,29.30764,0.000002513,0.022613,0.0187608,0.01608
Amidon Graphics,2712300462,1248,44.90852302,-93.15225847,D,323111,2017,TON,0.4229,0.5035,0.003021,30.85769,0.000002518,0.032618,0.0270549,0.01611
AMPI - Rochester,2710900010,1827,44.0157,-92.4614,R,311513,2017,TON,9.911525,12.783815,1.326405,0.71469989,0.000057563,22.0014067,21.9639604,0.373094
AmTech Ingredients,2704700067,216139,43.6452,-93.3747,D,311999,2019,TON,2.4839,2.9565,0.017739,0.16263,0.000014788,1.055376,1.0527137,0.09461
AmTech Ingredients,2704700067,216139,43.6452,-93.3747,D,311999,2018,TON,2.6775,3.1885,0.019125,0.17536,0.000015938,0.494178,0.4913093,0.10202
AmTech Ingredients,2704700067,216139,43.6452,-93.3747,D,311999,2017,TON,4.2975,5.1185,0.030411,0.28597,0.000002843,0.212956,0.2124044,0.01819
Anagram International Inc,2705300648,576,44.8643,-93.4486,R,323111,2019,TON,21.2235,34.7561,0.012426,11.260587,,0.6792456,0.5553014,0.009123
Anagram International Inc,2705300648,576,44.8643,-93.4486,R,323111,2018,TON,24.9715,40.6935,0.017451,13.32791,0,0.788945,0.6450343,0.02699
Anagram International Inc,2705300648,576,44.8643,-93.4486,R,323111,2017,TON,26.3764,42.991,0.018435,12.86199,,0.754015,0.616552,0.02851
Anchor Block Co - South Plant,2713900121,3284,0,0,D,32733,2019,TON,1.3154,2.458,0.086448,0.91717,0.00000629,6.753112,2.169475,0.046024
Anchor Block Co - South Plant,2713900121,3284,0,0,D,32733,2018,TON,1.3376,2.324,0.072656,2.814,0.000006705,6.827862,2.292255,0.04763
Anchor Block Co - South Plant,2713900121,3284,0,0,D,32733,2017,TON,1.1597,1.7876,0.043376,2.16288,0.000006205,8.215873,2.6842609,0.042335
Anchor Glass Container Corp,2713900005,1274,44.79651642,-93.4673996,R,327213,2019,TON,30.9043,379.5287,109.463152,77.07882,0.05144,161.4644342,158.4837974,1.639117
Anchor Glass Container Corp,2713900005,1274,44.79651642,-93.4673996,R,327213,2018,TON,29.7543,658.8287,355.563152,72.93962,0.0485,142.0072167,137.9793229,1.499217
Anchor Glass Container Corp,2713900005,1274,44.7968,-93.4665,R,327213,2017,TON,28.3933,616.5287,332.363152,68.49562,0.04566,125.0659718,121.2929711,1.499217
Andersen Corp,2716300001,575,45.02527618,-92.77952576,R,321911,2019,TON,32.391278,24.9549,1.3735395,819.534852,0.00286931,48.56596827,48.50758853,1.23639
Andersen Corp,2716300001,575,45.02527618,-92.77952576,R,321911,2018,TON,40.64563,33.56305,1.247739596,872.656466,0.002494798,59.02261996,59.01686104,1.1998462
Andersen Corp,2716300001,575,45.02527618,-92.77952576,R,321911,2017,TON,43.839249,35.88915,2.022728097,890.666621,0.004098093,58.46788419,58.46024707,0.32088
