name,id,align,eye,hair,sex,alive,x
Professional Scotsman (New Earth),Secret Identity,Good Characters,NA,Grey Hair,Male Characters,Living Characters,"c(-139.75, -89.25)"
Richard Simpson (New Earth),Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,"c(-138.75, -89.25)"
Satorymho (Earth-616),NA,NA,NA,Red Hair,Male Characters,Deceased Characters,"c(-136.25, -89.25)"
Michael Wheeler (New Earth),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Deceased Characters,"c(-135.25, -89.25)"
Lord Wotonby (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Deceased Characters,"c(-134.75, -89.25)"
Legba (Eternal) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-130.75, -89.25)"
Sally (Daily Bugle) (Earth-616),Public Identity,NA,NA,Brown Hair,Female Characters,Living Characters,"c(-128.75, -89.25)"
David Cannon (Heroes Reborn) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-124.75, -89.25)"
Madame Drache (Earth-616),Secret Identity,NA,NA,NA,Female Characters,Deceased Characters,"c(-123.25, -89.25)"
Shaft (Chaste) (Earth-616),NA,Good Characters,NA,NA,NA,Deceased Characters,"c(-121.75, -89.25)"
Antoine Delsoin (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-121.25, -89.25)"
Cool Million (Earth-616),NA,NA,Yellow Eyes,Black Hair,Male Characters,Living Characters,"c(-120.75, -89.25)"
Dog (China Force) (Earth-616),Secret Identity,NA,NA,Black Hair,Male Characters,Living Characters,"c(-119.75, -89.25)"
Ernest Shackleton (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-117.75, -89.25)"
Ferris (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(-117.25, -89.25)"
August Hopper (Earth-616),Public Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,"c(-116.25, -89.25)"
Ray Carson (New Earth),NA,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-115.75, -89.25)"
Gayle Vaughn (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(-113.25, -89.25)"
Edward Skeevers (New Earth),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-112.75, -89.25)"
Ulysses Archer (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(-110.25, -89.25)"
Mister Slade (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-108.75, -89.25)"
George Smith (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-106.25, -89.25)"
Ritter Hendricksen (New Earth),Public Identity,Good Characters,NA,White Hair,Male Characters,Living Characters,"c(-103.75, -89.25)"
Matthew Ryan (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,"c(-103.25, -89.25)"
Pyranis (New Earth),NA,Bad Characters,Yellow Eyes,Red Hair,Female Characters,Living Characters,"c(-102.25, -89.25)"
Steel-Fist (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-101.75, -89.25)"
Pete (Earth-616),NA,NA,NA,Black Hair,Male Characters,Living Characters,"c(-99.75, -89.25)"
Extermina (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,Deceased Characters,"c(-98.25, -89.25)"
Lyander (Earth-616),NA,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(-95.25, -89.25)"
Val-Or (Earth-616),Public Identity,Good Characters,NA,No Hair,Male Characters,Living Characters,"c(-92.25, -89.25)"
Wee One (Earth-616),NA,Good Characters,NA,White Hair,Male Characters,Deceased Characters,"c(-91.25, -89.25)"
Skyrd (New Earth),NA,Good Characters,Red Eyes,NA,Male Characters,Living Characters,"c(-87.75, -89.25)"
Krunch (Earth-616),Secret Identity,NA,NA,Black Hair,Female Characters,Living Characters,"c(-87.25, -89.25)"
Kordazt (Earth-616),NA,Bad Characters,NA,No Hair,Male Characters,Deceased Characters,"c(-84.75, -89.25)"
Triplex (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(-80.75, -89.25)"
Stigmonus (New Earth),NA,Bad Characters,Red Eyes,NA,Male Characters,Living Characters,"c(-79.75, -89.25)"
Sky-Walker (Earth-616),NA,NA,White Eyes,NA,Male Characters,Living Characters,"c(-78.25, -89.25)"
Gunther Strauss (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,Deceased Characters,"c(-77.75, -89.25)"
Jason (Pantheon) (Earth-616),Secret Identity,NA,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-76.25, -89.25)"
Robert Hanson (Earth-616),No Dual Identity,NA,NA,Grey Hair,Male Characters,Living Characters,"c(-75.75, -89.25)"
Hans Feldstadt (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-74.75, -89.25)"
Itty (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(-72.75, -89.25)"
Oliver Osnick (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-70.75, -89.25)"
Geomancer II (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-69.25, -89.25)"
Nebel (New Earth),Secret Identity,Bad Characters,NA,Grey Hair,Male Characters,Living Characters,"c(-68.75, -89.25)"
Peters (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(-67.25, -89.25)"
James Howlett (War Skrull) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-66.25, -89.25)"
Control (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,"c(-61.25, -89.25)"
Ophelia Sarkissian (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Living Characters,"c(-60.75, -89.25)"
Kimiyo Hoshi (New Earth),Secret Identity,NA,Black Eyes,Black Hair,Female Characters,Living Characters,"c(-58.75, -89.25)"
Glytra (Earth-616),Public Identity,NA,NA,No Hair,Female Characters,Living Characters,"c(-58.25, -89.25)"
Proselyte (New Earth),Secret Identity,Good Characters,NA,NA,NA,Deceased Characters,"c(-57.25, -89.25)"
Torquemada (New Earth),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,"c(-56.25, -89.25)"
Toshiro Monsoon (Earth-616),Public Identity,NA,NA,Black Hair,Male Characters,Living Characters,"c(-54.25, -89.25)"
Haruo Tsuburaya (Earth-616),Secret Identity,NA,NA,Black Hair,Male Characters,Deceased Characters,"c(-52.75, -89.25)"
Nora Bromfield (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(-51.25, -89.25)"
Papa Shorty (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,"c(-50.75, -89.25)"
Makarioa Morbius (Earth-616),NA,NA,NA,Black Hair,Male Characters,Living Characters,"c(-47.75, -89.25)"
Fire Knives (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Female Characters,Deceased Characters,"c(-47.25, -89.25)"
Goraiko (New Earth),NA,Good Characters,NA,NA,Female Characters,Living Characters,"c(-46.25, -89.25)"
Totem (Mannite) (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,"c(-45.25, -89.25)"
Anastasia Kravinoff (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,"c(-44.75, -89.25)"
Lyle Byrnes (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-43.75, -89.25)"
Gorgon (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-41.75, -89.25)"
Magnir (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-41.25, -89.25)"
Connie Ferrari (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(-40.25, -89.25)"
Epiphany (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(-37.75, -89.25)"
Wallace Ebersol (New Earth),Public Identity,Good Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(-37.25, -89.25)"
Dal Kir-Ta (New Earth),NA,NA,NA,NA,Female Characters,Living Characters,"c(-34.75, -89.25)"
Algernon Crowe (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(-34.25, -89.25)"
Mudge (New Earth),NA,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(-33.75, -89.25)"
Tanya (Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,Living Characters,"c(-33.25, -89.25)"
Karas (Earth-616),Public Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,"c(-31.75, -89.25)"
Georges Baptiste (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-29.25, -89.25)"
Benjamin Krullen (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(-27.75, -89.25)"
Doctor Grimm (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Deceased Characters,"c(-25.75, -89.25)"
Korda (Earth-616),NA,NA,NA,NA,NA,Living Characters,"c(-21.25, -89.25)"
Tito (Clint Barton's neighbor) (Earth-616),Public Identity,Good Characters,NA,Red Hair,NA,Living Characters,"c(-18.75, -89.25)"
Slate (Nazi) (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-17.25, -89.25)"
Toxxin (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-16.75, -89.25)"
Adrian Corbo (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-16.25, -89.25)"
Moose Morgan (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(-12.25, -89.25)"
Matador (Juan) (Earth-616),NA,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(-8.24999999999997, -89.25)"
Bradley Kroon (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Living Characters,"c(-7.74999999999997, -89.25)"
Capricorn (Android) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-3.24999999999997, -89.25)"
Liso Trago (Earth-616),NA,NA,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(-2.24999999999997, -89.25)"
David Cannon (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(-1.24999999999997, -89.25)"
Basil Elks (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,"c(-0.249999999999972, -89.25)"
Green Terror (3Xs Foe) (Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,Living Characters,"c(3.75000000000003, -89.25)"
Omnivore (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,NA,Living Characters,"c(7.25000000000003, -89.25)"
"Phillip Cussler, Sr. (Earth-616)",Public Identity,NA,Blue Eyes,White Hair,Male Characters,Living Characters,"c(7.75000000000003, -89.25)"
Kitang (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(8.75000000000003, -89.25)"
V-8 (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(9.25000000000003, -89.25)"
Revenant (Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Female Characters,Deceased Characters,"c(11.25, -89.25)"
Dewey (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(12.25, -89.25)"
Russ Broxtel (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(13.75, -89.25)"
Sentinel 10 (Earth-616),Public Identity,Bad Characters,NA,NA,NA,Living Characters,"c(14.25, -89.25)"
William Nelson (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,"c(14.75, -89.25)"
Coal (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(17.25, -89.25)"
Benedict Pierce (Earth-616),No Dual Identity,NA,Brown Eyes,NA,Male Characters,Living Characters,"c(18.25, -89.25)"
Phelch (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(18.75, -89.25)"
1X (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(19.75, -89.25)"
Sulani (Earth-616),No Dual Identity,NA,NA,NA,Female Characters,Living Characters,"c(20.75, -89.25)"
Manuel Cabral (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(22.75, -89.25)"
Hounds of the Hunter (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(24.25, -89.25)"
Bull (Moon Knight Foe) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(24.75, -89.25)"
Roger Romaine (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(26.75, -89.25)"
Jinx II (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(27.25, -89.25)"
Andrew Grubs (New Earth),Public Identity,Good Characters,NA,Blond Hair,Male Characters,Deceased Characters,"c(27.75, -89.25)"
Pura-Shamutra (Earth-616),NA,NA,Red Eyes,No Hair,NA,Living Characters,"c(28.25, -89.25)"
Herbert Landon (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(28.75, -89.25)"
Cha'rissa (New Earth),NA,NA,Red Eyes,Black Hair,Female Characters,Living Characters,"c(29.25, -89.25)"
Sir Percy of Scandia (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,"c(40.25, -89.25)"
Jai West (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(41.25, -89.25)"
Orphan (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(41.75, -89.25)"
Jake Tyler (New Earth),Secret Identity,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(42.25, -89.25)"
Sharon Carter (Heroes Reborn) (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,"c(44.75, -89.25)"
Ekl'r (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(45.75, -89.25)"
Marty Smith (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(46.25, -89.25)"
Doggerel (Earth-616),NA,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,"c(49.25, -89.25)"
Hercules (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(49.75, -89.25)"
Glow (Triad) (Earth-616),Secret Identity,NA,NA,NA,NA,Living Characters,"c(51.25, -89.25)"
Rocket-Launcher (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(53.25, -89.25)"
Birdy (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Deceased Characters,"c(55.25, -89.25)"
Agrimet (Earth-616),NA,NA,NA,NA,Male Characters,Deceased Characters,"c(55.75, -89.25)"
Tyrone Owlsley (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(58.75, -89.25)"
Yao (Dragon) (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Male Characters,Living Characters,"c(64.75, -89.25)"
Mela (Earth-616),NA,Good Characters,NA,Black Hair,NA,Living Characters,"c(66.75, -89.25)"
Michele Argento (Earth-616),Secret Identity,Good Characters,NA,White Hair,Male Characters,Living Characters,"c(70.25, -89.25)"
Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(70.75, -89.25)"
Phillip Prometheus (Earth-616),NA,Bad Characters,NA,White Hair,Male Characters,Living Characters,"c(71.75, -89.25)"
Alpheus Hyatt (New Earth),NA,Good Characters,NA,NA,Male Characters,Living Characters,"c(77.75, -89.25)"
Leah Wasserman (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters,"c(79.25, -89.25)"
Bes (New Earth),Secret Identity,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(79.75, -89.25)"
Mamalu (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,Living Characters,"c(81.75, -89.25)"
Mercury Girl (New Earth),Secret Identity,Good Characters,Photocellular Eyes,NA,Female Characters,Living Characters,"c(82.25, -89.25)"
Anton Schott (New Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,"c(83.75, -89.25)"
James Valkon (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(84.25, -89.25)"
Ferret (Earth-616),NA,Good Characters,NA,NA,NA,Living Characters,"c(86.75, -89.25)"
Madolyn Corbett (New Earth),NA,NA,Auburn Hair,NA,Female Characters,Deceased Characters,"c(87.25, -89.25)"
May Reilly (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters,"c(88.25, -89.25)"
Eric O'Grady (LMD) (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,"c(89.25, -89.25)"
Kerwin Kronus (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(91.75, -89.25)"
Thiago Piranha (Earth-616),Public Identity,NA,Black Eyes,Black Hair,Male Characters,Deceased Characters,"c(93.25, -89.25)"
David Kim (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(93.75, -89.25)"
Gavrel Achter (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Deceased Characters,"c(96.25, -89.25)"
Sandra Pierce (Earth-616),NA,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(97.75, -89.25)"
Waldo Dini (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(100.75, -89.25)"
Bran Carter (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(101.75, -89.25)"
General Henchel (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(102.25, -89.25)"
"Thaddeus Sivana, Jr. (New Earth)",Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,"c(107.25, -89.25)"
Caiman (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(110.25, -89.25)"
Fred Bouting (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,"c(111.25, -89.25)"
Jeannette Voleroux (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,"c(114.25, -89.25)"
Shakira (New Earth),Public Identity,Good Characters,NA,Black Hair,Female Characters,Living Characters,"c(114.75, -89.25)"
Mordred (New Earth),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(115.25, -89.25)"
Vincenzo Karnelli (Earth-616),Public Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(117.75, -89.25)"
Lucas Carr (New Earth),Public Identity,NA,Blue Eyes,Brown Hair,Male Characters,Living Characters,"c(118.75, -89.25)"
